realtime_start,date,EXMAUS
2018-07-09,2018-07-01,4.0395
2018-07-16,2018-07-01,4.0366
2018-07-23,2018-07-01,4.0436
2018-07-31,2018-07-01,4.0472
2018-08-06,2018-07-01,4.0479
2018-08-06,2018-08-01,4.0727
2018-08-13,2018-08-01,4.075
2018-08-20,2018-08-01,4.0842
2018-08-28,2018-08-01,4.0892
2018-09-04,2018-08-01,4.0917
2018-09-04,2018-09-01,4.137
2018-09-10,2018-09-01,4.1424
2018-09-17,2018-09-01,4.1421
2018-09-24,2018-09-01,4.1401
2018-10-01,2018-09-01,4.1388
2018-10-09,2018-10-01,4.1408
2018-10-15,2018-10-01,4.1468
2018-10-22,2018-10-01,4.1491
2018-10-29,2018-10-01,4.1534
2018-11-05,2018-10-01,4.157
2018-11-05,2018-11-01,4.1685
2018-11-13,2018-11-01,4.1696
2018-11-19,2018-11-01,4.1776
2018-11-26,2018-11-01,4.1808
2018-12-03,2018-11-01,4.1825
2018-12-10,2018-12-01,4.1585
2018-12-17,2018-12-01,4.1701
2018-12-26,2018-12-01,4.1726
2018-12-31,2018-12-01,4.1711
2019-01-07,2018-12-01,4.1688
2019-01-07,2019-01-01,4.1308
2019-01-15,2019-01-01,4.1176
2019-01-22,2019-01-01,4.1145
2019-01-28,2019-01-01,4.1189
2019-02-04,2019-01-01,4.116
2019-02-04,2019-02-01,4.092
2019-02-11,2019-02-01,4.0838
2019-02-19,2019-02-01,4.0792
2019-02-25,2019-02-01,4.0788
2019-03-04,2019-02-01,4.0759
2019-03-04,2019-03-01,4.072
2019-03-11,2019-03-01,4.0803
2019-03-18,2019-03-01,4.0832
2019-03-25,2019-03-01,4.0783
2019-04-01,2019-03-01,4.077
2019-04-08,2019-04-01,4.0814
2019-04-15,2019-04-01,4.0923
2019-04-22,2019-04-01,4.1044
2019-04-29,2019-04-01,4.1106
2019-05-06,2019-04-01,4.1125
2019-05-06,2019-05-01,4.1362
2019-05-13,2019-05-01,4.1447
2019-05-20,2019-05-01,4.1543
2019-05-28,2019-05-01,4.1629
2019-06-03,2019-05-01,4.1675
2019-06-03,2019-06-01,4.1827
2019-06-10,2019-06-01,4.1717
2019-06-17,2019-06-01,4.1667
2019-06-24,2019-06-01,4.1666
2019-07-01,2019-06-01,4.1603
2019-07-08,2019-07-01,4.1357
2019-07-15,2019-07-01,4.1318
2019-07-22,2019-07-01,4.1244
2019-07-29,2019-07-01,4.122
2019-08-05,2019-07-01,4.1225
2019-08-05,2019-08-01,4.1487
2019-08-12,2019-08-01,
2019-09-09,2019-08-01,4.1865
2019-10-07,2019-09-01,4.1819
2019-11-04,2019-10-01,4.1872
2019-12-02,2019-11-01,4.1553
2020-01-06,2019-12-01,4.1464
2020-02-03,2020-01-01,4.0785
2020-03-02,2020-02-01,4.1625
2020-04-06,2020-03-01,4.2958
2020-05-04,2020-04-01,4.3493
2020-06-01,2020-05-01,4.3362
2020-07-06,2020-06-01,4.273
2020-08-03,2020-07-01,4.2614
2020-09-08,2020-08-01,4.1852
2020-09-21,2020-08-01,4.1841
2020-10-05,2020-09-01,4.1478
2020-11-02,2020-10-01,4.15
2020-12-07,2020-11-01,4.1132
2021-01-04,2020-12-01,4.0546
2021-02-01,2021-01-01,4.0357
2021-03-01,2021-02-01,4.0448
2021-03-08,2021-02-01,4.0446
2021-04-05,2021-03-01,4.1089
2021-05-03,2021-04-01,4.12
2021-06-01,2021-05-01,4.1269
2021-07-06,2021-06-01,4.1332
2021-08-02,2021-07-01,4.2032
2021-09-07,2021-08-01,4.217
2021-10-04,2021-09-01,4.167
2021-11-01,2021-10-01,4.1622
2021-12-06,2021-11-01,4.1745
2022-01-03,2021-12-01,4.2113
2022-02-07,2022-01-01,4.1888
2022-03-07,2022-02-01,4.1865
2022-04-04,2022-03-01,4.1989
2022-05-02,2022-04-01,4.2673
2022-06-06,2022-05-01,4.3803
2022-07-05,2022-06-01,4.3993
2022-08-01,2022-07-01,4.4409
2022-09-06,2022-08-01,4.4642
2022-10-03,2022-09-01,4.5463
2022-11-07,2022-10-01,4.6954
2022-12-05,2022-11-01,4.6101
2023-01-03,2022-12-01,4.4095
2023-02-06,2023-01-01,4.3218
2023-03-06,2023-02-01,4.3632
2023-04-03,2023-03-01,4.464
2023-05-01,2023-04-01,4.4236
2023-06-05,2023-05-01,4.5123
2023-07-03,2023-06-01,4.6301
2023-08-07,2023-07-01,4.5846
2023-09-05,2023-08-01,4.6089
2023-10-02,2023-09-01,4.6826
2023-11-06,2023-10-01,4.7458
2023-12-04,2023-11-01,4.6855
2024-01-02,2023-12-01,4.658
