BIL,SITC,PRODUCT DESCRIPTION,Jan 2000,Feb 2000,Mar 2000,Apr 2000,May 2000,Jun 2000,Jul 2000,Aug 2000,Sep 2000,Oct 2000,Nov 2000,Dec 2000,Jan 2001,Feb 2001,Mar 2001,Apr 2001,May 2001,Jun 2001,Jul 2001,Aug 2001,Sep 2001,Oct 2001,Nov 2001,Dec 2001,Jan 2002,Feb 2002,Mar 2002,Apr 2002,May 2002,Jun 2002,Jul 2002,Aug 2002,Sep 2002,Oct 2002,Nov 2002,Dec 2002,Jan 2003,Feb 2003,Mar 2003,Apr 2003,May 2003,Jun 2003,Jul 2003,Aug 2003,Sep 2003,Oct 2003,Nov 2003,Dec 2003,Jan 2004,Feb 2004,Mar 2004,Apr 2004,May 2004,Jun 2004,Jul 2004,Aug 2004,Sep 2004,Oct 2004,Nov 2004,Dec 2004,Jan 2005,Feb 2005,Mar 2005,Apr 2005,May 2005,Jun 2005,Jul 2005,Aug 2005,Sep 2005,Oct 2005,Nov 2005,Dec 2005,Jan 2006,Feb 2006,Mar 2006,Apr 2006,May 2006,Jun 2006,Jul 2006,Aug 2006,Sep 2006,Oct 2006,Nov 2006,Dec 2006,Jan 2007,Feb 2007,Mar 2007,Apr 2007,May 2007,Jun 2007,Jul 2007,Aug 2007,Sep 2007,Oct 2007,Nov 2007,Dec 2007,Jan 2008,Feb 2008,Mar 2008,Apr 2008,May 2008,Jun 2008,Jul 2008,Aug 2008,Sep 2008,Oct 2008,Nov 2008,Dec 2008,Jan 2009,Feb 2009,Mar 2009,Apr 2009,May 2009,Jun 2009,Jul 2009,Aug 2009,Sep 2009,Oct 2009,Nov 2009,Dec 2009,Jan 2010,Feb 2010,Mar 2010,Apr 2010,May 2010,Jun 2010,Jul 2010,Aug 2010,Sep 2010,Oct 2010,Nov 2010,Dec 2010,Jan 2011,Feb 2011,Mar 2011,Apr 2011,May 2011,Jun 2011,Jul 2011,Aug 2011,Sep 2011,Oct 2011,Nov 2011,Dec 2011,Jan 2012,Feb 2012,Mar 2012,Apr 2012,May 2012,Jun 2012,Jul 2012,Aug 2012,Sep 2012,Oct 2012,Nov 2012,Dec 2012,Jan 2013,Feb 2013,Mar 2013,Apr 2013,May 2013,Jun 2013,Jul 2013,Aug 2013,Sep 2013,Oct 2013,Nov 2013,Dec 2013,Jan 2014,Feb 2014,Mar 2014,Apr 2014,May 2014,Jun 2014,Jul 2014,Aug 2014,Sep 2014,Oct 2014,Nov 2014,Dec 2014,Jan 2015,Feb 2015,Mar 2015,Apr 2015,May 2015,Jun 2015,Jul 2015,Aug 2015,Sep 2015,Oct 2015,Nov 2015,Dec 2015,Jan 2016,Feb 2016,Mar 2016,Apr 2016,May 2016,Jun 2016,Jul 2016,Aug 2016,Sep 2016,Oct 2016,Nov 2016,Dec 2016,Jan 2017,Feb 2017,Mar 2017,Apr 2017,May 2017,Jun 2017,Jul 2017,Aug 2017,Sep 2017,Oct 2017,Nov 2017,Dec 2017,Jan 2018,Feb 2018,Mar 2018,Apr 2018,May 2018,Jun 2018,Jul 2018,Aug 2018,Sep 2018,Oct 2018,Nov 2018,Dec 2018,Jan 2019,Feb 2019,Mar 2019,Apr 2019,May 2019,Jun 2019,Jul 2019,Aug 2019,Sep 2019,Oct 2019,Nov 2019,Dec 2019,Jan 2020,Feb 2020,Mar 2020,Apr 2020,May 2020,Jun 2020,Jul 2020,Aug 2020,Sep 2020,Oct 2020,Nov 2020,Dec 2020,Jan 2021,Feb 2021,Mar 2021,Apr 2021,May 2021,Jun 2021,Jul 2021,Aug 2021,Sep 2021,Oct 2021,Nov 2021,Dec 2021,Jan 2022,Feb 2022,Mar 2022,Apr 2022,May 2022,Jun 2022,Jul 2022,Aug 2022,Sep 2022,Oct 2022,Nov 2022,Dec 2022,Jan 2023,Feb 2023,Mar 2023,Apr 2023,May 2023,Jun 2023,Jul 2023,Aug 2023,Sep 2023,Oct 2023,Nov 2023,Dec 2023
1,0,FOOD,"491,864,874","425,641,394","553,169,207","509,671,983","553,327,793","574,066,614","551,376,941","564,107,493","579,122,481","541,286,968","580,391,685","546,274,866","488,496,781","506,056,455","520,627,270","527,119,076","553,798,125","547,169,168","559,665,097","579,510,226","557,334,557","562,199,767","624,307,845","554,984,663","618,807,890","507,922,027","608,539,699","589,273,368","575,206,682","568,683,676","629,609,655","610,320,314","667,441,109","718,628,382","733,003,956","649,558,467","755,813,515","557,425,271","677,252,281","680,298,827","638,476,867","682,078,088","676,117,310","704,538,863","702,981,181","824,924,714","700,517,083","823,534,906","669,946,869","712,309,222","800,518,012","863,161,439","796,464,765","880,772,147","869,892,830","870,151,262","892,520,987","934,018,181","796,465,584","940,201,831","788,861,275","721,091,699","936,103,843","843,887,467","862,581,569","884,680,773","876,860,366","960,401,471","1,007,950,141","1,042,556,403","835,027,274","994,944,167","856,111,006","779,645,226","971,002,805","877,837,288","989,455,168","923,962,105","939,836,065","1,007,767,979","1,082,203,208","963,317,265","1,070,887,508","1,019,513,866","1,063,357,572","875,984,014","1,113,137,914","1,080,300,771","1,073,430,948","1,045,789,667","1,123,618,533","1,241,039,175","1,312,080,614","1,252,916,021","1,323,412,319","1,345,424,631","1,343,392,412","1,168,752,553","1,390,029,822","1,385,386,697","1,478,237,328","1,529,913,812","1,617,410,439","1,857,528,478","1,662,793,056","1,476,984,718","1,591,842,592","1,349,440,017","1,220,565,721","1,254,665,437","1,282,217,642","1,254,279,473","1,340,195,990","1,367,877,530","1,296,775,077","1,294,423,456","1,230,723,830","1,448,992,251","1,293,427,604","1,506,853,234","1,413,867,598","1,187,106,832","1,543,728,641","1,473,327,184","1,397,776,912","1,515,580,182","1,590,915,997","1,545,243,760","1,462,438,464","1,676,019,978","1,602,823,959","1,759,139,886","1,628,916,283","1,298,484,107","1,707,159,490","1,686,566,468","1,684,706,807","1,730,539,282","1,760,206,739","1,802,108,477","1,659,414,426","1,852,540,856","1,849,503,721","1,895,072,389","1,526,154,487","1,629,187,894","1,735,642,736","1,606,542,187","1,798,830,758","1,718,673,366","1,718,423,940","1,644,694,536","1,782,839,982","1,844,583,189","1,895,356,457","1,790,970,939","1,782,513,081","1,475,043,436","1,926,441,370","1,868,161,214","1,785,445,129","1,735,944,342","1,909,388,514","1,768,079,556","1,822,570,215","2,065,677,545","2,005,575,454","1,955,700,463","1,924,147,905","1,864,437,058","2,147,872,213","2,217,051,378","2,148,240,165","2,107,861,340","2,063,864,980","2,274,563,620","2,250,055,780","2,266,552,649","2,103,281,134","2,278,736,181","2,135,105,038","1,821,181,716","2,210,867,191","2,130,335,665","2,086,501,793","2,183,226,352","2,190,727,836","2,346,906,755","2,529,564,212","2,693,041,547","2,396,613,357","2,645,829,834","2,428,684,025","2,117,385,997","2,501,151,056","2,362,982,892","2,409,603,205","2,573,547,533","2,217,211,001","2,533,010,728","2,572,322,572","2,693,604,881","2,878,100,490","2,930,394,348","2,349,394,638","2,495,675,888","2,925,490,215","2,607,078,941","2,772,860,140","2,460,629,599","2,626,333,579","2,818,692,391","2,573,977,258","2,710,597,367","2,912,756,613","2,588,338,455","2,535,435,605","2,155,832,790","2,721,072,880","2,528,325,148","2,622,509,100","2,518,420,204","2,648,120,056","2,693,500,421","2,655,098,485","2,897,893,479","2,763,384,553","2,835,658,325","2,628,794,867","2,195,785,579","2,898,791,529","2,850,844,295","2,998,644,783","2,487,616,460","3,002,273,554","2,985,621,121","2,784,884,372","3,093,677,399","3,124,157,051","3,043,300,451","2,739,089,175","2,732,421,606","2,784,668,867","2,494,045,480","2,545,208,376","2,953,346,243","2,978,700,757","2,828,471,077","2,835,342,714","3,038,508,056","2,798,841,307","3,051,832,962","2,903,254,938","2,897,322,068","3,353,936,594","3,037,831,134","2,835,213,310","3,130,011,303","3,140,552,309","3,245,348,079","3,244,369,772","3,477,225,554","3,607,294,038","3,822,199,367","3,336,190,138","3,056,534,775","3,750,887,047","3,821,295,652","3,307,058,503","3,832,064,414","3,800,895,443","3,977,771,402","3,802,392,403","3,845,853,404","4,034,494,787","4,044,772,865","3,079,999,429","3,539,279,631","4,044,164,918","3,251,410,911","3,898,340,823","3,853,964,611","3,845,502,095","3,986,524,407","4,091,074,359","4,298,504,682","4,448,801,821","4,132,971,053"
2,1,BEVERAGES AND TOBACCO,"92,332,416","77,214,349","100,950,924","98,515,223","111,185,482","112,047,681","88,254,854","101,873,018","99,952,862","115,090,581","107,633,301","109,898,548","111,094,426","108,530,202","103,340,677","117,686,491","106,683,698","105,586,907","102,618,921","122,510,305","118,520,948","103,414,126","98,944,620","108,727,929","99,351,321","90,545,778","106,193,008","93,212,191","94,840,769","122,106,333","111,906,431","113,782,749","107,844,702","113,141,388","132,762,357","108,938,486","132,479,640","104,268,339","128,510,387","118,853,982","119,499,562","111,059,348","112,849,129","113,498,028","143,621,172","140,197,035","118,698,580","148,631,587","121,384,517","120,274,587","120,954,331","138,918,120","117,907,784","133,956,355","147,567,149","123,512,955","140,657,667","156,807,813","133,774,982","187,077,229","150,089,998","105,104,960","134,578,062","157,084,688","128,087,299","156,207,545","140,900,318","125,040,005","154,316,018","142,102,232","145,297,365","171,787,364","162,738,479","130,219,467","146,210,656","144,666,688","179,529,338","143,031,847","143,217,550","175,950,853","172,167,257","161,734,973","176,719,609","193,493,578","197,398,028","140,340,005","180,578,309","159,770,355","172,285,759","172,793,992","172,129,375","196,955,296","191,295,607","200,737,659","213,211,067","206,443,856","212,428,712","160,624,041","211,259,858","156,748,813","205,177,952","176,902,391","212,754,304","262,350,045","218,379,260","191,983,258","196,105,019","226,651,057","182,302,278","185,935,385","189,018,473","195,672,161","243,461,377","199,952,926","237,632,180","227,540,877","186,705,789","208,843,899","202,896,377","216,659,415","236,073,920","181,407,397","213,670,053","211,624,531","238,523,557","230,156,116","243,550,386","255,663,989","226,111,053","249,136,145","230,623,429","298,570,446","230,439,577","217,268,165","261,086,969","225,017,309","234,725,048","259,124,837","246,609,433","284,075,228","248,130,810","323,041,796","263,573,980","343,299,945","258,273,080","248,304,842","291,303,901","279,572,964","291,811,334","353,101,302","340,971,415","332,300,361","300,911,834","308,533,993","370,502,221","350,267,969","308,078,260","248,747,770","304,624,065","296,695,655","307,640,006","342,806,332","339,724,196","322,174,007","329,747,074","343,690,278","349,730,047","390,250,608","298,801,130","281,063,298","340,057,518","375,575,188","328,717,002","346,514,611","345,786,083","336,623,219","329,622,360","377,661,895","369,172,041","349,766,449","397,276,218","276,076,382","392,184,126","371,875,123","344,675,987","349,763,108","369,653,188","421,329,190","364,186,336","465,700,101","437,989,506","415,655,328","428,547,008","343,546,067","446,532,323","432,452,248","378,272,514","410,877,937","337,507,283","378,852,180","411,412,113","433,654,286","426,417,056","478,373,407","344,573,883","376,507,745","450,585,698","363,222,445","372,735,569","318,158,980","388,681,940","381,013,320","321,145,601","351,203,671","405,369,352","348,670,429","292,298,634","241,541,196","299,482,803","265,952,691","297,477,814","258,565,116","308,857,485","284,660,514","339,114,158","338,591,890","325,591,929","318,567,909","287,287,222","271,791,559","330,578,981","290,497,232","319,716,627","252,511,341","245,536,326","277,117,915","274,228,156","291,875,822","341,934,788","269,576,476","240,298,202","254,215,588","188,845,725","164,860,540","163,551,710","203,353,550","216,532,410","198,083,065","227,918,898","223,864,416","211,537,507","301,873,846","220,810,815","176,772,143","279,812,517","236,647,235","176,604,644","148,362,529","135,064,136","203,112,580","187,562,696","213,356,770","230,979,336","288,717,303","211,069,718","183,007,456","226,627,497","247,469,415","193,260,526","187,840,952","213,381,982","246,862,626","222,063,188","239,516,857","295,845,897","289,704,132","238,257,518","222,258,336","326,561,786","229,753,325","270,752,156","241,920,709","246,820,806","262,144,703","260,097,518","254,017,286","275,867,556","287,353,315"
3,2,"CRUDE MATERIALS, INEDIBLE","863,994,681","689,603,279","901,427,068","897,853,450","909,523,666","923,797,559","968,187,353","848,391,883","872,988,719","822,098,600","742,958,741","847,496,074","706,159,911","652,773,126","715,206,815","667,765,940","645,466,339","560,555,688","607,407,782","641,582,679","613,232,968","579,875,362","561,104,487","613,691,784","542,584,508","489,389,082","662,564,714","689,924,226","704,787,350","628,241,951","824,647,460","786,198,322","768,626,160","816,553,057","797,890,209","706,727,912","772,310,159","606,442,731","869,466,998","828,943,956","899,495,188","772,314,639","830,041,767","874,816,225","827,209,018","985,066,825","837,293,796","1,049,458,222","951,902,272","839,100,165","1,149,026,256","1,030,418,717","1,052,745,776","1,103,126,749","1,103,082,806","1,034,312,283","1,138,006,183","1,144,591,853","903,655,468","1,149,583,872","1,048,181,046","916,562,834","1,209,154,040","1,185,318,329","1,092,293,109","1,161,343,133","1,258,039,651","1,234,186,540","1,269,921,286","1,379,058,297","1,047,344,088","1,294,655,367","1,211,813,298","1,106,710,072","1,635,583,376","1,406,048,822","1,425,443,166","1,338,920,400","1,448,501,636","1,640,151,781","1,503,019,915","1,349,085,882","1,470,629,893","1,413,064,598","1,383,815,372","1,051,814,493","1,400,463,429","1,302,694,877","1,324,253,813","1,259,306,487","1,244,649,420","1,564,442,167","1,644,221,892","1,333,630,834","1,335,921,316","1,406,086,922","1,415,510,905","1,581,053,701","1,598,687,186","1,616,524,682","1,470,341,877","1,492,193,382","1,683,578,421","1,710,849,446","1,657,905,931","1,349,857,424","1,060,207,529","1,057,717,111","857,382,222","829,058,544","950,706,546","955,023,004","988,537,552","1,122,097,587","1,131,104,509","1,179,249,530","1,032,211,328","1,395,404,659","1,283,427,555","1,432,941,456","1,440,321,063","1,408,082,278","1,823,844,935","1,575,775,171","1,532,064,623","1,448,108,017","1,579,304,658","1,646,922,410","1,351,891,654","1,661,924,048","1,763,321,815","1,897,221,672","1,992,930,316","1,731,832,362","2,675,813,505","2,405,849,584","2,207,577,153","1,891,900,771","1,826,015,958","2,070,193,713","2,081,874,921","2,275,520,622","1,941,227,877","1,925,720,646","1,572,494,586","1,760,786,100","1,928,511,349","1,855,894,875","1,795,299,373","1,665,945,773","1,954,435,748","1,612,840,863","1,634,095,462","1,617,215,121","1,591,828,283","1,620,311,945","1,504,135,680","1,494,508,801","1,727,879,438","1,637,163,781","1,604,287,355","1,391,540,285","1,658,063,304","1,639,929,876","1,744,340,854","1,918,600,489","1,576,126,703","1,595,010,215","1,510,506,770","1,493,177,457","1,547,260,708","1,621,803,369","1,522,161,035","1,307,949,410","1,241,278,184","1,318,579,943","1,398,271,491","1,361,535,730","1,304,463,000","1,537,336,972","1,511,537,612","1,152,710,844","1,823,185,801","1,550,660,636","1,588,497,916","1,540,041,976","2,023,817,933","1,857,193,996","1,942,641,407","2,250,253,339","2,007,014,306","1,962,488,494","1,862,303,750","1,712,353,212","1,939,150,572","1,614,720,328","1,634,554,029","1,891,001,329","1,621,796,881","2,058,679,626","1,614,761,146","1,912,305,044","2,412,561,839","2,239,371,378","2,226,035,045","2,527,984,764","3,000,106,716","2,323,023,904","2,640,872,572","2,021,595,892","2,220,896,207","2,390,273,892","1,995,088,948","2,260,669,898","2,348,315,201","2,611,313,729","2,213,602,603","1,906,753,423","2,158,869,296","2,395,631,693","2,049,258,915","2,133,480,374","2,316,927,150","2,292,274,390","1,929,108,955","2,138,575,538","2,187,026,116","1,804,396,831","2,520,997,298","1,658,243,357","2,386,487,772","2,462,376,375","2,260,641,651","1,995,429,616","2,560,861,012","2,310,747,743","2,179,564,522","2,395,314,153","2,069,289,497","2,238,024,706","2,076,650,262","1,886,320,493","2,517,834,461","1,266,860,086","1,287,036,785","2,065,624,869","2,432,058,866","2,197,831,681","2,124,317,739","2,394,105,720","2,194,879,085","2,307,281,494","2,169,168,869","2,629,023,026","2,687,906,649","2,501,445,528","2,044,957,288","1,855,660,808","1,889,949,226","2,616,128,131","2,808,932,667","2,628,245,222","2,523,419,961","2,565,005,362","2,533,059,500","2,308,069,465","3,058,789,462","3,196,854,218","2,060,339,580","2,549,660,781","2,983,492,754","2,776,638,228","2,613,006,445","2,222,598,248","2,452,071,188","2,508,340,672","2,399,620,561","2,346,324,739","2,715,999,243","1,946,644,340","2,454,013,437","2,628,562,391","2,750,045,520","2,404,825,731","2,239,063,653","2,551,396,895","2,718,532,377","2,510,395,064"
4,3,"MINERAL FUELS, LUBRICANTS, ETC.","2,843,136,683","2,881,747,034","3,188,319,069","2,455,441,551","2,651,869,264","2,885,169,740","3,117,527,228","2,946,768,259","3,206,132,395","3,373,358,792","3,188,718,504","3,164,357,484","3,395,119,172","2,921,967,093","3,165,158,365","2,651,216,545","3,013,972,760","2,340,680,773","3,124,820,856","2,498,188,300","2,406,562,536","2,271,447,600","2,189,603,126","2,309,595,160","2,370,340,381","2,097,593,053","2,248,275,952","2,330,356,480","1,763,781,467","2,384,722,683","2,499,345,084","3,116,265,849","2,585,058,563","3,141,135,783","2,729,665,574","3,378,716,184","3,421,192,581","3,345,586,160","3,928,455,398","3,087,810,861","2,993,192,650","2,820,433,771","3,234,030,572","3,158,990,237","3,179,406,392","3,304,672,452","3,411,612,723","4,346,182,401","4,234,138,399","3,852,131,089","4,377,096,841","3,997,511,650","4,264,591,152","3,888,571,322","4,506,410,725","5,129,782,647","5,276,420,525","5,359,104,547","5,293,669,258","5,638,046,382","5,309,253,984","4,819,221,845","6,103,839,315","5,898,350,316","5,420,482,805","5,391,298,443","5,629,817,382","6,541,930,033","6,380,222,967","6,678,643,329","6,468,547,796","7,244,651,296","6,887,507,863","6,295,507,832","7,329,212,929","6,398,014,562","6,445,275,936","6,355,574,504","7,113,685,961","7,011,502,473","6,587,182,008","6,599,663,776","6,667,063,982","6,963,172,346","6,659,109,538","5,627,239,458","6,379,436,713","6,534,981,161","7,180,918,982","7,315,651,408","7,664,057,142","6,858,356,664","6,904,867,430","8,729,346,307","8,412,062,991","8,720,696,319","9,666,383,461","9,100,110,164","9,986,916,264","9,271,377,328","10,507,531,382","11,627,779,216","11,254,540,802","10,355,927,701","12,019,670,854","10,292,472,901","9,697,302,272","7,871,928,671","6,264,876,280","6,430,489,622","6,391,871,840","4,671,184,394","5,293,980,534","5,903,249,371","6,245,361,859","6,625,839,253","6,819,414,173","8,306,895,539","7,273,417,417","9,281,568,180","8,191,024,649","8,343,265,503","9,628,866,373","7,735,637,462","9,127,566,387","7,763,801,035","8,296,994,925","8,394,954,368","8,559,688,163","8,056,747,747","8,543,995,820","9,315,891,430","10,239,801,972","9,625,409,006","11,126,835,436","10,958,581,244","8,939,577,351","10,167,025,458","10,191,459,673","9,421,647,530","10,477,517,988","12,355,214,261","11,102,030,503","11,147,225,662","13,092,805,403","11,779,490,340","12,813,403,894","12,449,269,348","10,946,444,698","11,730,810,535","10,429,454,278","10,772,124,378","11,574,625,186","13,301,940,923","11,660,321,979","12,837,433,548","13,791,176,367","13,393,570,133","13,276,891,490","11,021,279,260","10,231,870,816","11,762,752,871","12,424,001,078","14,349,789,777","13,826,339,370","15,613,115,008","13,193,058,776","17,463,873,869","15,871,154,570","13,925,468,205","14,890,985,603","14,995,988,555","14,307,435,441","13,333,450,408","13,242,857,036","13,274,546,960","13,187,699,780","15,111,982,656","12,725,540,448","13,756,987,101","12,371,920,831","10,336,504,023","10,979,545,710","8,788,151,293","9,809,745,233","9,510,474,837","9,480,580,057","9,499,443,739","10,488,025,393","12,394,305,267","12,663,800,317","9,553,016,792","8,282,050,937","8,257,673,948","9,155,887,492","8,997,875,822","7,595,050,539","9,273,467,563","8,704,323,154","7,970,745,267","9,653,492,670","9,683,946,250","11,182,635,909","12,406,032,317","12,050,522,527","11,242,073,029","13,488,014,633","11,689,221,026","12,012,222,060","10,583,019,706","13,245,732,727","11,467,131,470","10,980,517,100","12,203,535,633","11,693,622,095","13,356,982,163","12,685,522,362","11,869,479,926","12,246,488,760","12,253,911,399","14,577,266,682","11,458,759,882","12,852,779,713","11,795,612,694","12,259,968,757","16,556,014,467","15,409,360,510","13,304,137,175","12,655,821,414","9,830,127,802","12,759,056,683","12,894,182,272","12,700,185,098","12,412,717,165","12,074,273,524","10,859,364,433","10,166,522,294","11,776,978,888","11,962,633,872","13,589,120,825","13,350,479,882","10,375,521,298","13,577,558,903","9,568,461,999","6,906,077,656","7,604,877,223","9,908,139,247","8,401,559,124","7,131,263,403","7,104,758,026","8,116,039,720","9,970,561,612","8,698,099,157","11,002,948,017","9,289,960,365","14,780,853,663","11,593,427,003","13,938,746,594","15,331,708,043","12,693,088,496","13,941,693,123","14,856,549,705","15,231,984,953","13,447,046,931","12,220,164,086","13,156,032,201","18,479,843,092","17,063,454,005","20,625,543,034","27,325,512,484","28,371,762,229","30,086,179,318","27,247,310,997","28,522,513,937","21,646,782,524","20,012,839,420","20,908,748,621","20,323,875,331","21,429,738,762","16,984,271,124","21,965,803,909","18,254,748,708","15,690,907,799","19,858,799,392","17,727,186,789","21,452,060,956","22,288,890,586","18,524,827,571"
5,4,ANIMAL AND VEGETABLE OILS AND FATS,"1,116,946,684","1,099,756,943","1,254,551,970","1,116,557,420","1,008,684,467","1,100,698,246","1,032,325,817","929,934,519","1,155,303,802","1,123,505,049","1,104,990,367","893,604,012","986,371,445","798,687,254","981,410,652","990,935,271","966,643,455","990,528,785","985,124,293","1,149,543,598","967,573,414","1,088,058,771","1,225,574,904","1,212,016,738","1,255,926,478","919,700,780","1,266,309,280","1,221,435,492","1,465,575,869","1,431,148,786","1,518,217,366","1,505,971,564","1,733,196,494","2,084,453,355","1,710,623,466","1,813,049,168","1,927,694,578","1,353,001,670","1,919,427,727","1,854,639,376","2,104,939,614","1,927,616,827","2,325,321,556","2,155,797,583","2,316,489,983","2,320,847,616","1,826,474,587","2,193,912,106","1,848,353,939","1,846,772,320","2,245,008,659","2,301,886,744","2,224,469,202","2,183,702,928","2,192,775,500","2,107,288,934","2,776,338,190","2,450,850,001","2,147,659,322","2,210,549,708","1,977,781,692","1,696,436,111","2,247,228,259","1,999,962,327","2,308,730,344","2,308,384,638","1,802,927,951","2,080,396,616","2,250,216,706","2,223,464,293","1,885,717,570","1,911,559,154","1,769,405,702","1,922,287,865","2,434,432,221","2,239,696,317","2,101,042,545","2,092,580,437","2,306,885,388","2,587,857,055","2,540,443,098","2,613,774,551","2,781,158,690","2,554,915,069","2,316,922,903","1,984,663,584","2,431,000,404","2,827,672,011","2,987,771,137","2,904,285,971","3,476,989,531","3,718,223,915","4,029,171,025","4,427,237,197","4,144,238,854","4,327,916,771","4,078,024,686","3,966,007,486","4,923,819,571","5,287,422,280","5,320,611,415","5,111,276,668","6,029,027,329","5,181,927,943","5,366,952,190","4,241,808,959","3,372,240,989","3,954,016,792","3,190,692,980","2,996,637,225","3,384,316,746","3,417,172,670","3,446,461,223","4,023,626,976","4,048,393,517","3,389,487,476","3,951,265,590","3,963,153,903","3,913,183,570","3,916,607,001","4,442,493,169","3,681,065,906","4,950,540,420","3,914,427,336","4,049,204,604","4,563,832,451","4,467,835,084","3,778,475,433","4,456,363,037","4,690,349,022","5,542,601,056","5,602,242,868","5,496,010,596","4,698,913,808","6,218,847,114","5,572,962,368","6,034,183,740","6,603,673,686","6,750,730,319","6,722,053,100","6,023,824,862","7,102,980,442","5,798,283,354","6,096,107,123","5,525,128,255","5,174,394,877","5,181,216,766","4,806,980,948","5,979,449,365","5,616,393,270","4,950,542,176","4,907,640,181","5,251,113,573","5,804,365,128","5,086,154,693","5,110,365,132","4,020,719,981","3,856,067,123","3,911,260,371","4,277,992,408","3,628,156,797","3,794,652,248","3,881,865,865","4,163,095,682","4,196,248,586","4,625,424,989","4,257,959,495","4,405,779,783","4,188,495,186","3,971,619,970","4,101,895,577","4,153,190,597","4,341,255,959","3,997,063,648","4,292,805,914","4,163,119,622","4,931,205,763","4,459,045,209","3,743,102,515","4,147,798,324","3,372,559,306","2,894,974,975","3,571,410,433","3,351,252,396","4,092,635,790","4,800,445,861","4,378,630,918","4,257,937,162","4,616,513,057","4,645,600,255","4,014,633,203","3,866,885,093","3,614,973,450","3,098,832,655","3,816,738,332","3,656,763,898","3,941,460,400","3,873,483,360","4,111,051,406","5,141,773,543","4,771,122,498","4,815,230,554","5,137,124,358","4,658,531,676","4,399,434,273","5,010,947,949","4,664,644,919","4,409,176,837","4,984,796,503","4,433,906,847","4,692,640,477","4,765,033,368","4,684,458,134","5,197,390,674","4,898,619,642","4,256,913,791","4,901,131,523","3,852,706,955","4,328,271,164","4,394,532,515","3,782,398,143","3,276,691,466","3,633,716,312","3,538,590,883","3,999,014,977","4,297,559,729","3,877,316,652","3,182,239,850","4,068,318,254","3,410,692,499","4,067,690,377","3,968,637,059","4,665,740,848","3,584,269,056","3,349,191,926","4,252,032,259","3,669,392,133","3,896,367,833","3,770,488,070","4,093,264,573","3,927,428,552","3,779,569,141","3,741,245,442","3,592,211,651","3,833,019,368","4,888,462,248","5,118,473,762","4,322,155,961","5,112,269,807","5,717,717,498","4,202,102,903","6,745,476,198","3,607,249,761","4,247,894,589","5,758,254,426","6,204,000,761","6,066,718,203","7,377,832,448","6,958,122,252","5,828,147,369","7,997,005,001","7,568,202,882","8,222,179,619","9,311,102,428","7,136,202,728","6,518,295,050","8,796,119,724","8,331,731,997","9,239,547,909","11,093,557,354","8,833,891,644","8,535,121,573","8,692,566,494","6,946,285,712","7,159,961,897","9,375,034,566","5,597,732,713","5,629,973,235","7,647,033,259","5,828,048,670","5,767,124,163","5,696,471,751","5,838,452,378","5,815,111,995","6,379,465,141","7,094,345,789","6,553,549,706","6,455,144,665"
